ASV	G1_1_1_Notothylas_JNP1	G1_1_2_Notothylas_JNP1	G1_1_3_Notothylas_JNP2	G1_1_4_Notothylas_JNP2	G1_1_5_soil_JNP1	G1_1_6_soil_JNP1	G1_1_7_soil_JNP2	G1_1_8_soil_JNP2	G1_2_1_Notothylas_JNP1	G1_2_2_Notothylas_JNP1	G1_2_3_Notothylas_JNP2	G1_2_4_Notothylas_JNP2	G1_2_5_soil_JNP1	G1_2_6_soil_JNP1	G1_2_7_soil_JNP2	G1_2_8_soil_JNP2	G2_1_1_Notothylas_JNP1	G2_1_2_Notothylas_JNP1	G2_1_3_Notothylas_JNP2	G2_1_4_Notothylas_JNP3	G2_1_5_soil_JNP1	G2_1_6_soil_JNP1	G2_1_7_soil_JNP2	G2_1_8_soil_JNP3	G2_2_1_Notothylas_JNP1	G2_2_2_Notothylas_JNP1	G2_2_3_Notothylas_JNP2	G2_2_4_Notothylas_JNP3	G2_2_5_soil_JNP1	G2_2_6_soil_JNP1	G2_2_7_soil_JNP2	G2_2_8_soil_JNP3	G3_1_1_Notothylas_JNP1	G3_1_2_Notothylas_JNP1	G3_1_3_Notothylas_JNP2	G3_1_4_Notothylas_JNP3	G3_1_5_soil_JNP1	G3_1_6_soil_JNP2	G3_1_7_soil_JNP2	G3_1_8_soil_JNP3	G3_2_1_Notothylas_JNP1	G3_2_2_Notothylas_JNP2	G3_2_3_Notothylas_JNP2	G3_2_4_Notothylas_JNP3	G3_2_5_soil_JNP1	G3_2_6_soil_JNP2	G3_2_7_soil_JNP2	G3_2_8_soil_JNP3	G4_1_1_Notothylas_JNP1	G4_1_2_Notothylas_JNP2	G4_1_3_Notothylas_JNP2	G4_1_4_Notothylas_JNP3	G4_1_5_soil_JNP1	G4_1_6_soil_JNP2	G4_1_7_soil_JNP2	G4_1_8_soil_JNP3	P1_1_1_Phaeoceros_JNP1	P1_1_10_Notothylas_JNP1	P1_1_11_Notothylas_JNP2	P1_1_12_Notothylas_JNP3	P1_1_13_soil_JNP1	P1_1_14_soil_JNP1	P1_1_15_soil_JNP2	P1_1_16_soil_JNP3	P1_1_2_Phaeoceros_JNP1	P1_1_3_Phaeoceros_JNP2	P1_1_4_Phaeoceros_JNP2	P1_1_5_Anthoceros_JNP1	P1_1_6_Anthoceros_JNP1	P1_1_7_Anthoceros_JNP2	P1_1_8_Anthoceros_JNP3	P1_1_9_Notothylas_JNP1	P1_2_1_Phaeoceros_JNP1	P1_2_10_Notothylas_JNP1	P1_2_11_Notothylas_JNP2	P1_2_12_Notothylas_JNP3	P1_2_13_soil_JNP1	P1_2_14_soil_JNP1	P1_2_15_soil_JNP2	P1_2_16_soil_JNP3	P1_2_2_Phaeoceros_JNP1	P1_2_3_Phaeoceros_JNP2	P1_2_4_Phaeoceros_JNP3	P1_2_5_Anthoceros_JNP1	P1_2_6_Anthoceros_JNP1	P1_2_7_Anthoceros_JNP2	P1_2_8_Anthoceros_JNP3	P1_2_9_Notothylas_JNP1	P1_3_1_Phaeoceros_JNP1	P1_3_10_Notothylas_JNP1	P1_3_11_Notothylas_JNP2	P1_3_12_Notothylas_JNP3	P1_3_13_soil_JNP1	P1_3_14_soil_JNP1	P1_3_15_soil_JNP2	P1_3_16_soil_JNP3	P1_3_2_Phaeoceros_JNP1	P1_3_3_Phaeoceros_JNP2	P1_3_4_Phaeoceros_JNP3	P1_3_5_Anthoceros_JNP1	P1_3_6_Anthoceros_JNP1	P1_3_7_Anthoceros_JNP2	P1_3_8_Anthoceros_JNP3	P1_3_9_Notothylas_JNP1	P2_1_1_Phaeoceros_JNP1	P2_1_10_Notothylas_JNP1	P2_1_11_Notothylas_JNP2	P2_1_12_Notothylas_JNP3	P2_1_13_soil_JNP1	P2_1_14_soil_JNP1	P2_1_15_soil_JNP2	P2_1_16_soil_JNP3	P2_1_2_Phaeoceros_JNP1	P2_1_3_Phaeoceros_JNP2	P2_1_4_Phaeoceros_JNP3	P2_1_5_Anthoceros_JNP1	P2_1_6_Anthoceros_JNP1	P2_1_7_Anthoceros_JNP2	P2_1_8_Anthoceros_JNP3	P2_1_9_Notothylas_JNP1	P2_2_1_Phaeoceros_JNP1	P2_2_10_Notothylas_JNP1	P2_2_11_Notothylas_JNP2	P2_2_12_Notothylas_JNP3	P2_2_13_soil_JNP1	P2_2_14_soil_JNP1	P2_2_15_soil_JNP2	P2_2_16_soil_JNP3	P2_2_2_Phaeoceros_JNP1	P2_2_3_Phaeoceros_JNP2	P2_2_4_Phaeoceros_JNP3	P2_2_5_Anthoceros_JNP1	P2_2_6_Anthoceros_JNP1	P2_2_7_Anthoceros_JNP2	P2_2_8_Anthoceros_JNP3	P2_2_9_Notothylas_JNP1	P2_3_1_Phaeoceros_JNP1	P2_3_10_Notothylas_JNP1	P2_3_11_Notothylas_JNP2	P2_3_12_Notothylas_JNP3	P2_3_13_soil_JNP1	P2_3_14_soil_JNP1	P2_3_15_soil_JNP2	P2_3_16_soil_JNP3	P2_3_2_Phaeoceros_JNP1	P2_3_3_Phaeoceros_JNP2	P2_3_4_Phaeoceros_JNP3	P2_3_5_Anthoceros_JNP1	P2_3_6_Anthoceros_JNP1	P2_3_7_Anthoceros_JNP2	P2_3_8_Anthoceros_JNP3	P2_3_9_Notothylas_JNP1	P3_1_1_Phaeoceros_JNP1	P3_1_10_Notothylas_JNP2	P3_1_11_Notothylas_JNP2	P3_1_12_Notothylas_JNP3	P3_1_13_soil_JNP1	P3_1_14_soil_JNP2	P3_1_15_soil_JNP2	P3_1_16_soil_JNP3	P3_1_2_Phaeoceros_JNP2	P3_1_3_Phaeoceros_JNP2	P3_1_4_Phaeoceros_JNP3	P3_1_5_Anthoceros_JNP1	P3_1_6_Anthoceros_JNP2	P3_1_7_Anthoceros_JNP2	P3_1_8_Anthoceros_JNP3	P3_1_9_Notothylas_JNP1	P3_2_1_Phaeoceros_JNP1	P3_2_10_Notothylas_JNP2	P3_2_11_Notothylas_JNP2	P3_2_12_Notothylas_JNP3	P3_2_13_soil_JNP1	P3_2_14_soil_JNP2	P3_2_15_soil_JNP2	P3_2_16_soil_JNP3	P3_2_2_Phaeoceros_JNP2	P3_2_3_Phaeoceros_JNP2	P3_2_4_Phaeoceros_JNP3	P3_2_5_Anthoceros_JNP1	P3_2_6_Anthoceros_JNP2	P3_2_7_Anthoceros_JNP2	P3_2_8_Anthoceros_JNP3	P3_2_9_Notothylas_JNP1	P3_3_1_Phaeoceros_JNP1	P3_3_10_Notothylas_JNP2	P3_3_11_Notothylas_JNP2	P3_3_12_Notothylas_JNP3	P3_3_13_soil_JNP1	P3_3_14_soil_JNP2	P3_3_15_soil_JNP2	P3_3_16_soil_JNP3	P3_3_2_Phaeoceros_JNP2	P3_3_3_Phaeoceros_JNP2	P3_3_4_Phaeoceros_JNP3	P3_3_5_Anthoceros_JNP1	P3_3_6_Anthoceros_JNP2	P3_3_7_Anthoceros_JNP2	P3_3_8_Anthoceros_JNP3	P3_3_9_Notothylas_JNP1	P4_1_1_Phaeoceros_JNP1	P4_1_13_soil_JNP1	P4_1_14_soil_JNP2	P4_1_15_soil_JNP2	P4_1_16_soil_JNP3	P4_1_2_Phaeoceros_JNP2	P4_1_3_Phaeoceros_JNP2	P4_1_4_Phaeoceros_JNP3	P4_1_5_Anthoceros_JNP1	P4_1_6_Anthoceros_JNP2	P4_1_7_Anthoceros_JNP2	P4_1_8_Anthoceros_JNP3	P4_2_1_Phaeoceros_JNP1	P4_2_10_Notothylas_JNP2	P4_2_11_Notothylas_JNP2	P4_2_12_Notothylas_JNP3	P4_2_13_soil_JNP1	P4_2_14_soil_JNP2	P4_2_15_soil_JNP2	P4_2_16_soil_JNP3	P4_2_2_Phaeoceros_JNP2	P4_2_3_Phaeoceros_JNP2	P4_2_4_Phaeoceros_JNP3	P4_2_5_Anthoceros_JNP1	P4_2_6_Anthoceros_JNP2	P4_2_7_Anthoceros_JNP2	P4_2_8_Anthoceros_JNP3	P4_2_9_Notothylas_JNP1	P4_3_1_Phaeoceros_JNP1	P4_3_10_Notothylas_JNP2	P4_3_11_Notothylas_JNP2	P4_3_12_Notothylas_JNP3	P4_3_13_soil_JNP1	P4_3_14_soil_JNP2	P4_3_15_soil_JNP2	P4_3_16_soil_JNP3	P4_3_2_Phaeoceros_JNP2	P4_3_3_Phaeoceros_JNP2	P4_3_4_Phaeoceros_JNP3	P4_3_5_Anthoceros_JNP1	P4_3_6_Anthoceros_JNP2	P4_3_7_Anthoceros_JNP2	P4_3_8_Anthoceros_JNP3	P4_3_9_Notothylas_JNP1
ASV634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV694	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	7	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV726	0	0	0	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV727	0	0	0	0	0	0	0	0	0	0	0	0	0	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
